Klinik_Name,Commentator,Review,Date,Like,Star
DIAKOVERE Annastift,Siggi Sig,"Super Nett. Ich war am 17.06 zur Metallentfernung.Top. Super Nett. Bin taub. Trotzdem wurde ich Korrekt behandelt.**1000 Dank dafür,**Super Krankenhaus. Die haben den Müll aus der MHH endlich entfernt..**Die Besten Grüße an das Komplette Team . S. Schmidt. ( der nicht hören kann )",vor 8 Monaten,2,5
DIAKOVERE Annastift,Kerstin B.,"Meine Mutter lag auf Stat.8 und ist nun schon an der 2.Hüfte operiert wurden,die 1.OP war vor 9Jahren.**Wie sind rund Rum zufrieden .Das Personal ist immer freundlich, obwohl sie viel Stress haben.Wir können die Klinik auf jeden Fall weiterempfehlen.**Danke für die super Betreuung, trotz der schweren Zeit (Corona).**Danke,Danke,Danke.",vor 4 Monaten,2,5
DIAKOVERE Annastift,Mariann-Regine Gerda Ursula Konstanz,"Guten Tag,****ich hoffe, es ist Euch/Ihnen gut.****Unsere Mutter mußte hier in 2014 mehrere Tage wegen eines sogenannten Bandscheibenvorfalls verbringen. Ich holte sie dort persönlich ab. Ganz offenbar war es ihr gar nicht gut, jedoch hat derAufenthalt in diesem Krankenhaus nicht dazu geführt, daß die in irgendeiner Weise genesen konnte, im Gehenteil. Offenbar hatte sich ihr Zustand verschlechtert, sie erzählte später, wie respektlos und beleidigend man sie dort behandelt hatte, man hatte ihr lediglich Schmerztabletten verordnet, jedoch nicht dafür gesorgt, daß man ihr mit Bewegungstherapie und Schwimmen/Saunabesuchen weiterhalf.****Das ist kein akzeptables Verhalten, sondern boshaft vorsätzlich schädigend, dafür wird dann auch noch Geld kassiert. Pfui Schande!****Herzliche Grüße,****Mariann-Regine Gerda Ursula Konstanz, geborene Göke",vor 4 Monaten,1,1
DIAKOVERE Annastift,Karin Arendt,"Ich war am 29.10 zur ambulanten knie op dort . 1 . problem war am Vortag war in der angesagten tel. zeit kein Mensch erreichbar so das ich nicht wusste wann ich dran bin.Aber aus Erfahrung habe ich mich ganz früh hinkriegen lassen was sich als klug erwies.**Das Pflegepersonal war sehr lieb haben sich gekümmert , Der Arzt ging garnicht.****Das fing schon bei unserem ersten Gespräch  an  , als erauf die Mathilde schaute und nichts gesehen hat , ich die leider schon öfter was mit dem Knie hatte und somit auch alle anderen alten Bilder hat zum Vergleich,  habe gleich beim anschauen gesehen das was nicht stimmt , naja und die schmerzen etc  kommen ja nicht einfach mal so ohne grund.  Naja wie dem auch sei , Er hat sehr widerwillig reingeschaut und siehe da die patientin hat es sich nicht eingebildet wie vorher vermutet.  So kam er von Anfang an rüber in seiner ganzen Art und Weise. Nach der OP war er kurz und knapp  . Alles weg was gestört hat . Gespräch keine 2 min. So ging es meiner Zimmer Nachbarin auch . Er wirkte sichtlich überfordert und hatte einwenig Probleme mit  der  deutschen Sprache.****Fazit wenn ich irgendwann wieder ne OP habe gehe ich nicht mehr ins Annastift . Es war das 2. In 2 Jahren beim 1. Stationär  . Da war das Pflegepersonal auch super .",vor 5 Monaten,1,1
DIAKOVERE Annastift,Salina Schwartze,"Ich habe mich kaum hingesetzt & schon war das Gespräch für den ""Arzt"" beendet... auf meine ""Probleme"" wurde nicht eingegangen, man hat mir nicht zugehört... Fazit; hätte ich eine Schusswunde gehabt, hätte ich diese wahrscheinlich mit etwas Tesaband beheben können...!**Die Dame an der Info war sehr nett...die Dame beim Röntgen war nett...mehr kann ich auch an positives Feedback nicht geben...",vor einem Jahr,1,1
DIAKOVERE Annastift,Hannover 00 Ole,Es ist ok aber auch s und d,vor 4 Monaten,2,1
DIAKOVERE Annastift,Marina Sakowitz,einfach super und großer Dank an alle Mitarbeiter da...,vor 6 Monaten,1,5
DIAKOVERE Annastift,Olli P,"Wenn man ein med. Problem hat ist das der falsche Platz... Wirbelsäulenklinik... überheblicher Arzt der kaum deutsch spricht und einen Patienten schnell wieder loswerden will...nachdem man ewig warten muss...liest sich nicht einmal den mitgebrachten Arztbrief durch...von dem Covid 19 Rambo am Eingang ganz zu schweigen...kann man überall nachlesen, da bin ich nicht der Erste...",vor 8 Monaten,1,1
DIAKOVERE Annastift,Brause Wolf,Kann leider nicht direkt etwas über das Klinikum sagen aber die Parksituation ist der Horror,vor 8 Monaten,1,3
DIAKOVERE Annastift,Sabine Haberkorn,"Medizinisch, pflegerisch und zwischenmenschlich ist diese Klinik eine Katastrophe. Die Op.-Vorbesprechung für eine Hüft-Tep verlief völlig anders als das tatsächliche Ergebnis. Bei hohem Blutverlust hatte ich nach einer Woche postoperativ einen Hb von 7,8, der nicht behandelt wurde. In der Krankenakte wurde regelmäßig Pneumonieprophylaxe dokumentiert, die nicht einmal durchgeführt wurde. Ebenso ist festgehalten, dass die Lage der Braunüle regelmäßig kontrolliert wurde, es wurde nicht einmal bemerkt, dass ich mir diese selbst gezogen habe. Weder vor noch nach der Op ein freundliches Wort des Zuspruchs auf der Station.NNie, nie wieder diese Klinik",vor 8 Monaten,1,1
DIAKOVERE Annastift,Britta J.,Meiner Meinung nach nicht weiterzuempfehlen...,vor 7 Monaten,3,1
DIAKOVERE Annastift,Horst Wesner,Die telefonische Erreichbarkeit ist eine Katastrophe.,vor 7 Monaten,3,1
DIAKOVERE Annastift,Ingrid Peter,"Seit 3 Tagen versuche ich in die Terminvergabe zu erreichen.Entweder ist besetzt oder es geht niemand an das Telefon, nach 10 Minunten in der Warteschleife habe ich keinenErfolg. Auch nicht über die Zentrale.**WQer kann helfen???",vor einem Jahr,1,1
DIAKOVERE Annastift,A,"Vorzügliche Behandlung meiner Mutter und mir als Angehörige.**Ein  besonderes Lob an Schwester Julia  aus der Its und Schwester Jutta von Station 1, die offensichtlich beide ihren Job gern und gut machen.**Nochmals herzlichen Dank.",vor einem Jahr,3,5
DIAKOVERE Annastift,Ulrich Spindler,"Aufnahme auf die Station dauerte 6h, starker Personalmangel, Schwestern waren stets freundlich und Hilfsbereit.**Die versorgung war gut. Obwohl es für mich zu wenig war die ersten 2 Tage. Personal ist immer freundlich und hilfsbereit. Ich bedanke mich beim station 1 Team ihr wart super.**PS, mehr zu essen nach der OP 😂.",vor einem Jahr,2,5
DIAKOVERE Annastift,GamerLP,Die Schwestern am Empfang waren sehr nett die Ärzte waren kompetent und haben gut erklärt (Anästhesie Gespräch),vor einem Jahr,10,5
DIAKOVERE Annastift,Gandalf Beutlin,Ich habe heute einen zweiten Untersuchungstermin wegen meiner anhaltenden Knieprobleme gehabt. Und ich möchte mich auf diesem Wege nochmals in aller Form bei dem gesamten Personal für die wunderbare Versorgung bedanken. Ich empfinde das gesamte Personal als über alle Maßen kompetent. Ich habe volles Vertrauen erlangt so das ich meiner weiterführenden Behandlung im Annastift durch das Ärzte und Belegschaftspersonal zuversichtlich entgegensehe.,vor einem Jahr,2,5
DIAKOVERE Annastift,Abdullah Dosdogru,"KNIEPATIENTEN SOLLTEN NICHT DEN SCHRITT WAGEN!!**2018 wurde bei mir ein Kreuzbandriss diagnostiziert und im Dezember des gleichen Jahres hatte ich das ""Vergnügen"" dort operiert zu werden. Die Station war neu und modern. Die Krankenschwestern waren auch kompetent und sympathisch, allerdings durfte ich im Januar 2020 erfahren, dass der Chirurg gerne den ""Bibber"" spielt.**Sogar auf den MRT-Bildern konnte man erkennen, dass mein Kreuzbandersatz nicht dort fixiert worden war, wo er eigentlich von einem FACHarzt hätte fixiert werden müssen und dass er einfach lasch rumhing. Er erfüllte also nicht mal ansatzweise seine Funktion, was er sich bei sportlichen Tätigkeiten durch Instabilität anmerken ließ. Dies bestätigte sich auch in meiner neulich erfolgten Operation von Herrn Dr. Kregehr, der einer der besten und renommiertesten Sportmediziner in Hannover ist.**Und wie immer kommt das Beste zum Schluss; ich habe heute von meinem Physiotherapeuten erfahren, dass ich nicht das erste Anna-Stift-Opfer gewesen war und unter unerfahrenen und verantwortungslosen Chirurgen gelitten habe und immer noch leide.****FAZIT: Ich durfte eine Vollnarkaso genießen. Und warum? Natürlich, damit die Kasse des Krankenhauses und OP-Teams aufgestockt wird und ich nach etwa einem Jahr wieder operiert werden muss. Ich möchte kein Mitleid erregen, allerdings ist mit Menschenleben nicht zu spaßen und dies ist auch kein Labor, wo man irgendetwas nach seinem Verlangen oder bedingt seiner Inkompetenz ausprobieren kann. Es ist sehr bedauernswert, dass ein Krankenhaus daran erinnert werden muss.****PS: Liebes Krankenhaus, spart euch bitte die Tiraden und lasst meinen Erfahrungsbericht unkommentiert. Danke!",vor einem Jahr,6,1
DIAKOVERE Annastift,Snezana Simovic,Bin froh dass es das Krankenhaus gibt!!,vor 7 Monaten,2,5
DIAKOVERE Annastift,Jolanta Tusk,"Der Arzt war sehr nett, hat sich Zeit genommen.",vor einem Jahr,1,5
DIAKOVERE Annastift,Hans-hermann Meier,"Wurde an der Schulter operiert, bin sehr, sehr zufrieden, freundliche und kompetente Ärzte, Personal aufmerksam und freundlich wenn der Heilungsprozess auch so verläuft ist alles super",vor einem Jahr,4,5
DIAKOVERE Annastift,Anke Lottig,"Ich heiße Anke Lottig und ich hatte am 12.7.2019 meinen großen Tag um meine angebohrene Hüftdysplasie, erst mal die rechte Hüfte, operieren zu lassen.****Ich hatte sehr viel Angst vor dem Eingriff.**Die vielen Gespäche vor der Operation haben mir soviel Vertrauen geschenkt, das meine Angst weg war. Dazu kamen das die hohen Hygienevorschriften, die ich dort kennen gelernt habe. Ich bin bis heute mit der Pflege und der Operation super zufrieden. Ich war nicht nicht auf Reha sondern habe es mit Krankengymnastik wieder hinbekommen. Ich bin jetzt in dem 5 Monat nach der Operation und ich habe mit viel eigener Disziplin meinen Weg gefunden. Elithera in Springe hat mich dabei unterstützt",vor einem Jahr,2,5
DIAKOVERE Annastift,Lela Kliana,"Schon zum zweiten Mal in einem Jahr dort gewesen. Personal freundlich aber überlastet (wie überall), schöne Zimmer und gute Behandlung durch Ärzte und Therapeuten",vor einem Jahr,2,4
DIAKOVERE Annastift,Der Hannoveraner,"Ich wurde hier an der Schulter operiert und kann nur Gutes berichten.**Sowohl die Voruntersuchung als auch die OP selbst verliefen sehr koordiniert. Keine langen Wartezeiten, perfekt geplanter und durchgeführter Ablauf.**Die Informationsgespräche sowohl mit dem Operateur, wie auch mit dem Anästhesisten fanden in entspannter Atmosphäre statt und vermittelten mir das Gefühl „Hier bin ich in guten Händen“.**Vor und nach der OP wurde ich von den Schwestern auf das Angenehmste betreut.**Die Nachbehandlung/Reha-Maßnahmen wurden bereits vom Anna-Stift in die Wege geleitet und schlossen nahtlos an die OP an.",vor einem Jahr,3,5
DIAKOVERE Annastift,Peggy Schultka,"Sehr schöne Einrichtung, tolles Personal, fachlich top, gute Zimmer (Station 4) und vor allem das Pflegepersonal ist Top!",vor 2 Jahren,1,5
DIAKOVERE Annastift,twingo klaus,"Ich bin Mitte März als Notfall Patient im Annastift angekommen, bin sofort von den Schwestern und den herbei gerufenen Arzt aufgenommen, untersucht  und mit der Schmerztherapie begonnen worden. Ich fühlte mich sofort in guten Händen aufgehoben, ein ganz hervorragend sehr nettes Team vom Arzt bis zu den Schwestern. Ein Top kompetentes Team. Ich musste trotz der Schmerztherapie doch operiert werden, ich bin fachlich gut aufgeklärt und auf die OP vorbereitet worden . Die OP ist gut verlaufen und die Versorgung nach der OP war sehr gut. Ich bin wie gesagt sehr zufrieden,und ich kann wieder ohne Schmerzen laufen . Ich kann mich nur an das ganze Team bedanken , und kann das Annastift bestens weiter empfehlen. Ich hatte noch etwas vergessen ich war auf Station 8 in Zi.14. Nochmals vielen Dank.",vor einem Jahr,9,5
DIAKOVERE Annastift,Hatice Obruk,Ich fande es dort sehr sehr nett die Artzte sowie die Krankenschwestern alle super wprd3e ich bei bedarf nur empfehlen.,vor einem Jahr,6,5
DIAKOVERE Annastift,Daniel Maushake,Nach erfolgtem MRT und Gespräch mit meinem Orthopäden erfolgte die Empfehlung und Überweisung in das Annastift Hannover zu Herrn Prof. Dr. Windhagen. Dort hatte ich eine kompetente und freundliche Beratung. Im Anschluss erfolgte die Vereinbarung eines zeitnahen OP-Termins. Die Aufnahme im Annastift erfolgte einen Tag vor der OP ohne Komplikationen und sehr strukturiert. Dies setzte sich am OP-Tag fort. Ich fühlte mich in guten Händen. Die nachfolgenden Tage im Krankenhaus waren geprägt durch hohes Engagement der Schwestern und des gesamten Pflegepersonals. Stets freundlich trotz des immensen Zeitdrucks. Leider ist auch das Annastift ein Opfer unserer Gesundheitspolitik und verfügt dementsprechend über zu wenig Ressourcen. Darunter leiden primär Personal und Patienten. Vielen Dank für die Fürsorge und den Aufenthalt.,vor 2 Jahren,4,4
DIAKOVERE Annastift,Johnny Kischel,"Ärzte top ehrlich . Bin mit den Ärzten sehr zufrieden .Erklären nehmen sich zeit. Pflegepersonal muss an der Freundlichkeit arbeiten. Eine Nachtschwester(nenne keinen Namen ) war sehr, sehr unfreundlich .Nach meiner Op sagte sie ,ich hätte mich besser vorbereiten können als meine Tabletten nach der Op nicht da waren.Die ich vom Krankenhaus bekommen hatte, meinte sie ich hätte besser aufpassen sollen .WiE? ?? Wenn ich im Op bin. Mein Bettnachbar hatte sie alles gegeben ,sogar eine ganze Packung Kopfschmerztabletten, sie meinte noch zu ihm das bleibt aber unter uns.Es viel auch meinen Zimmernachbarn auf, das die mich sehr schlecht behandelt hatte. Sowas ist mir in anderen Krankenhäusern noch nicht passiert. Mir ging es dadurch seelisch sehr schlecht. Ich würde da wieder hingehen aber nur wegen der sehr guten Professorin die da arbeitet die kriegt von mir 5 Sterne !!! Das Pflegepersonal 2 und einen Troststern also 3. In de Hoffnung sie achten mehr auf Höflichkeit und gehen anständiger mit Patienten um. Ps: man muss mir nicht kommen mit Pflegepersonal hat viel um die ohren, endweder ich kann den Job ausüben professionell oder halt nicht .Habe selber in der altenpflege gearbeitet.",vor 2 Jahren,7,3
DIAKOVERE Annastift,Hartmut Stade,13 Wochen auf den Untersuchungsbericht gewartet ! zig mal angerufen nix passiert.,vor einem Jahr,4,1
DIAKOVERE Annastift,Christine Wolfram,"Ein tolles Gebäude,super Einteilung.Tolles Personal.",vor 2 Jahren,10,5
DIAKOVERE Annastift,Donald Steudte,"Pflegepersonal und Ärzte na ja wie überall ganz ...ok .Soll Morgen..das 3. mal an der Hüfte operiert werden..jetzt sind Keime drin...Mit der Hygiene scheint ja was nicht zu stimmen,in diesem Hause .**Tut mir leid ich muß es ja jetzt machen lassen ....aber vertrauen ????",vor 2 Jahren,13,2
DIAKOVERE Annastift,Moritz,Eine Stunde 50 auf einen Röntgen Termin gewartet,vor einem Jahr,12,1
DIAKOVERE Annastift,Chrissy M.,"Sehr nettes Personal, von der Reinigungsfrau bis hin zum examinierten Pflegepersonal sind alle freundlich und bemüht!**Das Essen wird hier im Haus frisch zubereitet und das schmeckt man auch. Sicher ist immer mal was zu mäkeln, aber das hält sich für mich in Grenzen.**Die Zimmer, naja Dreibettzimmer bei 14tägigem Aufenhalt und Toilette/Dusche auf dem Flur ist schon eine Herausforderung, aber daran wird hier gearbeitet!**Ich fühlte mich hier sehr gut aufgehoben und würde jederzeit wieder herkommen!",vor 2 Jahren,3,4
DIAKOVERE Annastift,Baureihe112,Super Sprechstunde bei Patienten mit einer infantilen Zerebralparese. Gute Verkehrsanbindung zum S- Bahnhof Lehrte.,vor 2 Jahren,3,5
DIAKOVERE Annastift,jan rnk,Noch nie so unhöfliches Personal gesehen,vor einem Jahr,1,1
DIAKOVERE Annastift,Ameli Luehrs,Super nettes kompetentes Personal und gute Beratung durch die Ärzte. Könnte ohne Schmerzen das KK verlassen.,vor 4 Jahren,3,5
DIAKOVERE Annastift,Stella Gieseler,"Station 4**6 Tage Aufenthalt im Krankenhaus inklusiver OP an der Hüfte.****Die Aufklärung über die anstehende OP sowie den tatsächlichen OP Verlauf erfolgten klar, nachvollziehbar und verständlich.**Die Betreuung durch die Physiotherapeutin war sehr kompetent und nachhaltig.**Fazit:**Ich fühlte mich jederzeit gut beraten und aufgehoben.**Ich würde mich immer wieder in das Anna Stift für eine orthopädische OP begeben.",vor 3 Jahren,3,5
DIAKOVERE Annastift,Tim Oliver Klee,"Kompetenter Arzt, nettes Team. Bin sehr zufrieden und komplett schmerzfrei nach einer Knie OP.",vor 4 Jahren,3,5
DIAKOVERE Annastift,Anki Henning,"Station 8**Super nettes Personal und sehr gute medizinische Versorgung, ich bin sehr zufrieden!",vor 4 Jahren,No Like,5
DIAKOVERE Annastift,Justin Heinrich,Die Ärzte sind sehr kompetent und machen eine super Arbeit. Die Schwestern am Empfang hingegen sind äußerst unfreundlich und inkompetent.,vor 3 Jahren,No Like,3
DIAKOVERE Annastift,Anika Hennenberg,"Station 7.**Soooo unfreundliches Personal ist mir noch nie begegnet, auf Kinder wird null eingegangen und den Müttern auch nicht. ..Haare im essen , dreckige Trennwände und unorganisiert.**Op Ergebnisse sind super und die Arbeit von den Ärzten auch ...aber das stationspersonal sollte man neu Schulen. ..",vor 4 Jahren,No Like,1
DIAKOVERE Annastift,R3fLeX 55,"Sehr unfreundliches Personal,**Mann wird schlecht behandelt und bekommt nichtmal frische Bettwäsche!****Vor Zehn Jahren war es ganz andere hier !!!",vor 4 Jahren,No Like,1
DIAKOVERE Annastift,Karsten Broszeit,Zur Zeit die absoluten Spezialisten für neue Hüften und Schulter OP.,vor 2 Jahren,No Like,5
DIAKOVERE Annastift,Dieter Gundelach,Alles sehr gut sehr gut 👍👍👍👍👍👍,vor 2 Jahren,No Like,5
DIAKOVERE Annastift,Joerg Wippermann,Nettes Personal und gute Betreuung und aufklarung,vor 3 Jahren,No Like,4
DIAKOVERE Annastift,A D,Für uns das beste Krankenhaus,vor 5 Jahren,No Like,5
DIAKOVERE Annastift,Käthe Peters,Sehr gutes Krankenhaus und noch bessere Ärzte,vor 5 Jahren,No Like,5
DIAKOVERE Annastift,Ciwan Almhmod,(Übersetzt von Google) Sehr cooles Krankenhaus****(Original)**مستشفى رائع جدا,vor 2 Jahren,No Like,5
DIAKOVERE Annastift,Achteinhalb,,vor einem Monat,No Like,3
DIAKOVERE Annastift,BaroOn,,vor einem Jahr,No Like,4
DIAKOVERE Annastift,Silvia Heumann,,vor 3 Jahren,No Like,3
DIAKOVERE Annastift,Lisa Mueller,,vor 2 Jahren,No Like,5
DIAKOVERE Annastift,Marco W.,,vor 3 Jahren,No Like,5
DIAKOVERE Annastift,Helmut Teubner,,vor 9 Monaten,No Like,4
DIAKOVERE Annastift,Ammar Diri,,vor 3 Jahren,No Like,3
DIAKOVERE Annastift,Hamed Sherkati,,vor 4 Jahren,No Like,3
DIAKOVERE Annastift,Shoxxy,,vor einem Jahr,No Like,5
DIAKOVERE Annastift,Andrea Hinz,,vor einem Jahr,No Like,3
DIAKOVERE Annastift,Karin Stechert,,vor einem Jahr,No Like,5
DIAKOVERE Annastift,Indre Indre,,vor 2 Jahren,No Like,5
DIAKOVERE Annastift,Jacqueline Bertsch,,vor einem Jahr,No Like,5
DIAKOVERE Annastift,Nasrallah Nasrallah,,vor 4 Jahren,No Like,5
DIAKOVERE Annastift,Nina Fri,,vor 4 Jahren,No Like,5
DIAKOVERE Annastift,Hair Expert,,vor 2 Jahren,No Like,3
DIAKOVERE Annastift,Hussein Shekhi,,vor 2 Jahren,No Like,3
DIAKOVERE Annastift,arman .1,,vor einem Jahr,No Like,1
DIAKOVERE Annastift,M Cool,,vor 4 Jahren,No Like,3
DIAKOVERE Annastift,Lennart Graf,,vor 2 Jahren,No Like,5
DIAKOVERE Annastift,Edyta bs,,vor 3 Jahren,No Like,5
DIAKOVERE Annastift,Twartz Manuela,,vor 5 Jahren,No Like,5
DIAKOVERE Annastift,Kozeta Holsten,,vor einem Jahr,No Like,5
DIAKOVERE Annastift,Veronika Sakele,,vor einem Jahr,No Like,5
DIAKOVERE Annastift,Marie L,,vor 3 Monaten,No Like,5
DIAKOVERE Annastift,Maic S,,vor 5 Jahren,No Like,5
DIAKOVERE Annastift,Verena Kayser,,vor 3 Jahren,No Like,3
DIAKOVERE Annastift,Timo Völckner,,vor 5 Monaten,No Like,5
DIAKOVERE Annastift,Helin Kaya,,vor 3 Jahren,No Like,3
DIAKOVERE Annastift,Martin Schulze,,vor einem Jahr,No Like,4
DIAKOVERE Annastift,Marcel Großmann,,vor 5 Jahren,No Like,5
DIAKOVERE Annastift,Michelle St.,,vor 2 Jahren,No Like,5
DIAKOVERE Annastift,Kerstin Wieting,,vor einem Jahr,No Like,2
